epoch,pages,accesses,mean_unique_words,p_le_4,p_le_8,p_le_16,p_le_32,p_le_48
707,172243,10000000,21.768902,0.571181,0.627758,0.659144,0.680910,0.695529
708,167754,10000000,21.915299,0.570562,0.625148,0.655364,0.676598,0.690738
709,152055,10000000,24.591391,0.536207,0.578817,0.604775,0.624866,0.646707
710,165435,10000000,22.123789,0.569329,0.622740,0.653931,0.675153,0.687442
711,165460,10000001,22.195540,0.563465,0.616125,0.646211,0.666959,0.680896
712,151437,10000000,23.449566,0.558126,0.604852,0.632065,0.651941,0.663226
713,172636,10000000,21.561824,0.570292,0.628739,0.660164,0.682494,0.698232
714,152439,10000000,23.283851,0.553500,0.600253,0.627884,0.647702,0.663905
715,178821,10000000,21.193473,0.574312,0.633880,0.666834,0.691082,0.710560
716,173351,10000000,21.461463,0.570703,0.628413,0.661375,0.684005,0.706088
717,182879,10000000,20.594634,0.575380,0.641637,0.676174,0.699637,0.712591
718,169748,10000000,21.660179,0.569332,0.624761,0.657280,0.680167,0.697640
719,161664,10000000,22.780922,0.563026,0.613878,0.643242,0.664112,0.677226
720,181726,10000000,21.051402,0.574508,0.636491,0.670548,0.694034,0.705639
721,166273,10000000,22.096269,0.568000,0.624485,0.655206,0.676809,0.687484
722,168260,10000000,21.457696,0.573398,0.629336,0.661245,0.683543,0.697468
723,172809,10000000,22.291189,0.552928,0.607312,0.637820,0.659370,0.690363
724,174643,10000000,21.775187,0.563876,0.622842,0.654713,0.679237,0.695854
725,174831,10000001,21.728315,0.565535,0.625192,0.658167,0.681086,0.698217
726,175093,10000001,21.713804,0.567881,0.628826,0.660672,0.683300,0.695876
727,167675,10000000,22.631191,0.558026,0.610807,0.640829,0.662478,0.678169
728,169720,10000000,21.303270,0.571983,0.630986,0.663776,0.686372,0.700312
729,178228,10000001,21.451826,0.570219,0.630731,0.663504,0.687187,0.700288
730,166798,10000000,22.198653,0.561979,0.615925,0.646105,0.667892,0.687856
731,177413,10000001,21.277156,0.570364,0.633014,0.666772,0.690209,0.702418
732,174628,10000001,21.608390,0.570705,0.629195,0.660610,0.683596,0.695387
733,167459,10000000,22.275369,0.564353,0.620003,0.650494,0.671561,0.684621
734,171920,10000001,22.195981,0.561988,0.619207,0.651239,0.673790,0.686924
735,172514,10000000,22.296231,0.561473,0.618251,0.649762,0.672085,0.689399
736,164489,10000001,22.876934,0.555022,0.606004,0.635252,0.656469,0.673662
737,182362,10000000,20.460732,0.573244,0.637046,0.671933,0.697212,0.721148
738,187131,10000001,20.049810,0.578675,0.648038,0.684825,0.709995,0.727790
739,178195,10000000,49.402267,0.135672,0.148753,0.160706,0.210657,0.315935
740,105815,10000000,63.986155,0.000142,0.000180,0.000198,0.000227,0.000255
741,100821,10000000,63.988772,0.000119,0.000139,0.000159,0.000198,0.000198
742,471705,10000000,11.996371,0.409404,0.662007,0.855702,0.890978,0.898254
743,489645,10000000,12.050416,0.388500,0.588614,0.842449,0.901862,0.911846
744,497091,10000000,12.434432,0.384290,0.566560,0.831190,0.901260,0.911032
745,501052,10000000,12.322062,0.381613,0.553338,0.826741,0.903112,0.916825
746,507045,10000001,12.358840,0.378542,0.532030,0.814482,0.909649,0.922303
747,514304,10000000,12.498909,0.374450,0.517138,0.798001,0.914422,0.924877
748,506382,10000000,12.343039,0.382508,0.534474,0.817855,0.908883,0.918155
749,516043,10000000,12.612081,0.375039,0.518972,0.801772,0.911250,0.919652
750,514266,10000000,12.496163,0.377346,0.517024,0.801599,0.913193,0.924848
751,517825,10000000,12.400846,0.374509,0.512691,0.793490,0.916773,0.932788
752,516375,10000001,12.427978,0.376815,0.514518,0.796321,0.914394,0.931807
753,516834,10000000,12.428350,0.377394,0.513084,0.791786,0.917389,0.928286
754,518461,10000000,12.386052,0.376564,0.514002,0.790715,0.917573,0.932842
755,521308,10000000,12.529888,0.375396,0.509002,0.778258,0.916558,0.931436
756,521759,10000000,12.555613,0.374614,0.507997,0.778350,0.917176,0.931029
757,517430,10000000,12.484189,0.380208,0.517629,0.801415,0.913807,0.924309
758,515434,10000000,12.267862,0.383207,0.521060,0.805203,0.915147,0.931085
759,522561,10000000,12.514443,0.377439,0.510482,0.784500,0.915847,0.931489
760,527438,10000000,12.576602,0.371257,0.502903,0.754072,0.919890,0.940884
761,519937,10000000,12.369339,0.380536,0.512577,0.790727,0.918692,0.929013
762,520275,10000000,12.300234,0.382002,0.511824,0.789183,0.919091,0.930225
763,526343,10000000,12.503284,0.378687,0.506195,0.771544,0.917981,0.935692
764,531326,10000001,12.511690,0.374823,0.503120,0.752293,0.921986,0.945071
765,525815,10000000,12.476685,0.382420,0.508205,0.777490,0.919358,0.933326
766,523270,10000000,12.394821,0.385984,0.511119,0.784597,0.920779,0.931213
767,529584,10000000,12.431112,0.382168,0.505920,0.765278,0.923057,0.938455
768,537816,10000000,12.510864,0.373762,0.503140,0.732120,0.924361,0.952765
769,540872,10000000,12.520509,0.370522,0.503171,0.707239,0.925182,0.965759
770,533450,10000000,12.412742,0.385967,0.505399,0.754367,0.924486,0.944130
771,537567,10000000,12.415193,0.384332,0.506309,0.739657,0.925739,0.948645
772,494584,10000000,11.851962,0.363772,0.593315,0.869836,0.904635,0.908841
773,385891,10000000,12.611284,0.502626,0.744715,0.846003,0.866237,0.871500
774,399692,10000000,12.716131,0.476212,0.730010,0.844475,0.867388,0.873573
775,392542,10000000,12.633125,0.492770,0.738716,0.845196,0.866669,0.872663
776,404499,10000000,12.547954,0.465967,0.725693,0.847181,0.871896,0.877921
777,406873,10000000,12.616735,0.460067,0.721714,0.847862,0.873039,0.878446
778,380283,10000000,12.653382,0.513928,0.749707,0.844369,0.863189,0.868093
779,369705,10000000,13.274535,0.518189,0.730298,0.827687,0.853997,0.861246
780,325862,10000000,14.490177,0.532925,0.701407,0.795699,0.829508,0.839076
781,314514,10000000,14.787978,0.543477,0.704563,0.792639,0.823935,0.833101
782,319604,10000000,14.620806,0.541154,0.701828,0.794036,0.826144,0.835568
783,316682,10000000,15.222586,0.535180,0.695231,0.781810,0.812114,0.822434
784,317168,10000001,15.070650,0.537693,0.696341,0.784682,0.817791,0.827823
785,267262,10000000,17.367003,0.553483,0.668752,0.737018,0.773099,0.786663
786,262832,10000000,17.476685,0.553875,0.668176,0.734469,0.770351,0.783664
787,258531,10000000,17.928798,0.554506,0.662369,0.726099,0.761046,0.774654
788,258047,10000000,17.254419,0.561975,0.673017,0.738466,0.774061,0.787457
789,255311,10000000,18.457258,0.549173,0.653513,0.715884,0.753007,0.769450
790,253580,10000000,18.002275,0.551577,0.657623,0.721031,0.760052,0.776986
791,255517,10000000,18.187072,0.551259,0.657158,0.718864,0.756635,0.772614
792,244861,10000000,18.584046,0.555772,0.655368,0.713221,0.749000,0.764307
793,210640,10000001,21.702193,0.552768,0.627910,0.666796,0.691697,0.705236
794,210109,10000000,21.833624,0.552037,0.624224,0.662337,0.687738,0.700184
795,213453,10000000,20.768249,0.558352,0.635648,0.675849,0.702965,0.717156
796,216616,10000000,21.460469,0.549142,0.625512,0.665182,0.691763,0.707718
797,148457,10000000,23.846029,0.553547,0.598146,0.624376,0.643560,0.662057
798,178141,10000000,21.271409,0.573720,0.635250,0.668706,0.691823,0.703493
799,159624,10000001,21.903974,0.571769,0.623860,0.653429,0.676371,0.695823
800,157074,10000000,23.203172,0.558342,0.605778,0.633886,0.654208,0.670786
801,178090,10000001,20.811006,0.571234,0.633365,0.666000,0.689618,0.710809
802,168895,10000000,21.695320,0.566180,0.621108,0.651192,0.674212,0.696344
803,154188,10000001,24.717721,0.538291,0.583625,0.609405,0.628051,0.641801
804,162935,10000001,22.346384,0.561672,0.613208,0.643152,0.665812,0.684224
805,187727,10000000,19.778908,0.580364,0.649853,0.685432,0.710835,0.732931
806,161162,10000001,22.134132,0.570066,0.622088,0.651723,0.671846,0.684150
807,173362,10000000,21.983555,0.566318,0.624739,0.656938,0.678349,0.689182
808,178099,10000001,22.108664,0.562827,0.621396,0.653457,0.675080,0.685911
809,160210,10000000,22.966700,0.562143,0.613439,0.642064,0.662724,0.674821
810,174630,10000000,21.592922,0.571786,0.631232,0.664084,0.686732,0.697475
811,165053,10000000,23.093982,0.555294,0.606308,0.635802,0.655771,0.670039
812,166595,10000000,22.523803,0.556319,0.608848,0.638579,0.660656,0.688970
813,195634,10000000,20.202357,0.574292,0.645154,0.682550,0.707622,0.724204
814,170329,10000000,21.124095,0.570907,0.626652,0.656776,0.679996,0.711482
815,159883,10000000,22.905925,0.557508,0.608038,0.637141,0.656955,0.671910
816,169511,10000000,22.807080,0.557451,0.610963,0.640767,0.661414,0.676522
817,166054,10000001,21.926982,0.569375,0.623948,0.654185,0.676051,0.696340
818,175893,10000000,21.478530,0.571649,0.630781,0.662624,0.684797,0.696691
819,174210,10000000,21.625819,0.568262,0.623948,0.655674,0.677843,0.696975
820,159019,10000000,22.474006,0.561675,0.611776,0.640628,0.666254,0.686308
821,157475,10000000,23.361067,0.555383,0.604261,0.633770,0.655247,0.669706
822,166924,10000001,22.865040,0.556822,0.611931,0.641376,0.661846,0.675475
823,169322,10000000,21.797841,0.570747,0.625778,0.656967,0.678831,0.693170
824,169009,10000000,22.458976,0.564881,0.619287,0.649462,0.670438,0.684697
825,186708,10000000,20.268596,0.580548,0.648151,0.683388,0.707313,0.720944
826,163834,10000000,22.247616,0.562917,0.615556,0.645611,0.666852,0.682783
827,165700,10000000,22.049849,0.568702,0.622287,0.653929,0.675486,0.687767
828,174697,10000000,20.808176,0.578802,0.639725,0.673143,0.696440,0.716595
829,164260,10000000,23.097577,0.556758,0.607872,0.636497,0.656228,0.667351
830,171167,10000000,21.997412,0.567913,0.624764,0.654969,0.676450,0.688369
831,160814,10000001,23.447200,0.550076,0.597846,0.625760,0.647406,0.669009
832,170622,10000000,21.612465,0.570765,0.627252,0.658444,0.683827,0.701656
833,174543,10000000,20.991532,0.578150,0.637608,0.670866,0.694431,0.707001
834,169867,10000000,21.173601,0.576321,0.634243,0.665791,0.688450,0.703968
835,180062,10000000,20.791055,0.575952,0.638291,0.671708,0.695211,0.710627
836,167247,10000000,21.706990,0.570300,0.624926,0.655946,0.677447,0.696317
837,182545,10000001,20.914695,0.575321,0.637887,0.672656,0.696426,0.709480
838,168568,10000000,21.966091,0.567112,0.623582,0.653463,0.677353,0.693922
839,173993,10000000,21.089774,0.569213,0.627405,0.658871,0.684528,0.712586
840,165271,10000000,22.016161,0.566330,0.621906,0.652462,0.673258,0.690647
841,171443,10000000,22.637938,0.556710,0.610739,0.640574,0.663451,0.685301
842,173811,10000000,20.821243,0.577702,0.637854,0.669745,0.692390,0.710622
843,148303,10000000,24.677242,0.532403,0.574189,0.599138,0.618619,0.650041
844,174423,10000000,21.342713,0.574041,0.633856,0.665818,0.688590,0.701398
845,174955,10000000,21.220239,0.575874,0.637118,0.670635,0.693510,0.706359
846,156080,10000000,22.934495,0.559021,0.608137,0.636026,0.656304,0.677909
847,158969,10000000,23.231888,0.555234,0.605533,0.635099,0.656593,0.671420
848,176858,10000001,21.159439,0.573477,0.633593,0.665737,0.687546,0.705917
849,165723,10000000,22.428999,0.563199,0.616662,0.646060,0.666347,0.679851
850,160293,10000000,24.076672,0.543056,0.591049,0.618243,0.637545,0.652867
851,186990,10000000,20.321252,0.580133,0.645740,0.681336,0.704765,0.718605
852,179551,10000000,21.764474,0.565266,0.623717,0.655869,0.678119,0.697016
853,154519,10000001,23.266453,0.557724,0.605841,0.634116,0.654424,0.668539
854,170834,10000001,21.652815,0.573065,0.629670,0.660758,0.682329,0.694282
855,168006,10000000,22.339470,0.563206,0.617799,0.647965,0.668881,0.686702
856,168939,10000000,21.996839,0.567661,0.622538,0.653976,0.674877,0.689355
857,179867,10000000,23.017135,0.550940,0.609267,0.639801,0.661283,0.672247
858,167751,10000000,21.562280,0.569278,0.624086,0.654029,0.675549,0.697897
859,159639,10000001,22.732096,0.558460,0.609419,0.638541,0.659651,0.676627
860,165463,10000000,22.560373,0.561322,0.613920,0.644646,0.665774,0.683712
861,179618,10000000,21.528806,0.568284,0.630004,0.663046,0.685700,0.697636
862,171633,10000000,21.666719,0.568346,0.626709,0.658271,0.680609,0.698228
863,159979,10000000,22.922890,0.559186,0.609505,0.637921,0.657968,0.669757
864,162083,10000001,22.392762,0.564242,0.616505,0.645725,0.666054,0.684162
865,174538,10000000,21.201996,0.573457,0.632561,0.664457,0.689093,0.709714
866,162208,10000000,22.621147,0.561581,0.612313,0.640986,0.661379,0.678148
867,179673,10000000,21.014432,0.575785,0.638003,0.672043,0.695074,0.707073
868,162758,10000000,22.806412,0.560102,0.610514,0.639397,0.659537,0.673626
869,171177,10000000,22.146375,0.562838,0.617764,0.648171,0.669973,0.688159
870,155995,10000001,23.296522,0.557915,0.607019,0.634943,0.654899,0.666323
871,162840,10000000,22.923360,0.556252,0.607246,0.637159,0.658168,0.672666
872,172890,10000000,21.320452,0.575886,0.635225,0.666886,0.688507,0.701186
873,161387,10000000,23.186645,0.554276,0.604256,0.631984,0.651936,0.668369
874,166119,10000000,23.173617,0.554139,0.605885,0.634539,0.654308,0.672572
875,175306,10000000,20.742057,0.582290,0.642899,0.675790,0.697865,0.713946
876,159277,10000001,23.438387,0.555661,0.604036,0.631692,0.651695,0.662895
877,164198,10000001,22.359956,0.562930,0.616323,0.646141,0.670648,0.688821
878,165758,10000000,22.949601,0.552414,0.604061,0.633104,0.654979,0.676528
879,135124,10000001,25.669407,0.524822,0.563283,0.587497,0.603601,0.624079
880,176927,10000000,21.262006,0.574655,0.634663,0.667597,0.690036,0.701594
881,158161,10000001,23.163327,0.557786,0.606015,0.634739,0.655313,0.669286
882,163543,10000000,22.089542,0.560232,0.614976,0.645011,0.665684,0.687299
883,162648,10000000,23.113411,0.555666,0.607004,0.636411,0.656768,0.671536
884,161192,10000001,23.176950,0.557478,0.608126,0.636676,0.658252,0.674128
885,161632,10000000,22.871195,0.560081,0.610578,0.638822,0.659560,0.672095
886,155302,10000000,24.170210,0.546419,0.592941,0.619702,0.639380,0.651898
887,183331,10000000,20.680332,0.575920,0.642275,0.676705,0.699434,0.714587
888,177717,10000000,21.062239,0.575094,0.637170,0.670904,0.693721,0.709544
889,177405,10000000,21.499845,0.573095,0.632175,0.664254,0.686863,0.700042
890,172566,10000000,21.967456,0.562324,0.618668,0.649253,0.671158,0.689719
891,177306,10000000,21.334811,0.568937,0.628828,0.661450,0.684207,0.700929
892,177128,10000000,21.714624,0.570599,0.630284,0.661956,0.683873,0.694989
893,158675,10000000,22.635935,0.565325,0.615106,0.644355,0.665316,0.679508
894,165705,10000000,22.242033,0.565541,0.619680,0.648785,0.669177,0.686757
895,164465,10000001,23.781321,0.549454,0.599118,0.626984,0.646338,0.657234
896,169993,10000001,21.670051,0.571524,0.627696,0.659380,0.680493,0.698593
897,159620,10000000,22.806584,0.562549,0.613094,0.642833,0.663488,0.674715
898,138737,10000000,26.209418,0.512401,0.549630,0.573106,0.590953,0.618256
899,172323,10000000,21.682979,0.567440,0.624600,0.656697,0.677913,0.692653
900,177418,10000000,21.319601,0.570258,0.631176,0.663749,0.686638,0.701710
901,174856,10000001,21.561571,0.568399,0.626916,0.659365,0.680937,0.697974
902,164849,10000001,22.088426,0.566670,0.621259,0.651487,0.672828,0.687156
903,151255,10000001,24.213626,0.544835,0.589065,0.615325,0.634326,0.649850
904,188246,10000001,20.890117,0.571762,0.636970,0.671706,0.695282,0.710825
905,162741,10000000,22.049570,0.565733,0.617453,0.646248,0.667478,0.686447
906,169930,10000000,22.171547,0.561443,0.617378,0.647826,0.669434,0.687424
907,166583,10000001,21.538434,0.573876,0.629176,0.659461,0.681954,0.699519
908,170883,10000000,22.783577,0.559716,0.614736,0.644815,0.665122,0.678218
909,165080,10000000,21.692119,0.570130,0.625212,0.655264,0.675666,0.698280
910,168668,10000000,21.489299,0.567820,0.625459,0.656230,0.678854,0.700216
911,166905,10000000,22.012606,0.571906,0.627033,0.658458,0.678781,0.690177
912,145683,10000000,23.585216,0.545232,0.588147,0.613586,0.632620,0.662843
913,147988,10000000,24.203016,0.544923,0.589095,0.615455,0.633991,0.649107
914,152042,10000001,24.096184,0.547803,0.592520,0.618684,0.636824,0.652899
915,165706,10000000,22.932175,0.555055,0.607999,0.637762,0.658286,0.672740
916,163078,10000000,22.810790,0.556580,0.607979,0.636131,0.655882,0.675683
917,171879,10000001,21.711221,0.570465,0.629757,0.661221,0.682131,0.694704
918,159032,10000001,23.128094,0.555373,0.604161,0.631502,0.651605,0.674367
919,164386,10000000,23.602588,0.547839,0.598117,0.627195,0.647208,0.662021
920,169442,10000000,21.847753,0.571983,0.628811,0.660167,0.681313,0.692030
921,170381,10000000,21.444592,0.574753,0.632471,0.663900,0.686103,0.698259
922,169908,10000000,21.536025,0.573740,0.631824,0.664265,0.685100,0.696012
923,155781,10000001,23.714432,0.545516,0.591966,0.619690,0.639520,0.660055
924,162091,10000000,23.500978,0.552326,0.602137,0.630806,0.650616,0.662443
925,169146,10000000,22.128782,0.568621,0.624082,0.655842,0.677468,0.688553
926,155302,10000000,22.839983,0.558261,0.606625,0.634197,0.658124,0.686656
927,175368,10000000,21.681949,0.571022,0.630018,0.662818,0.685604,0.698953
928,142969,10000000,26.696962,0.512237,0.549616,0.571984,0.589163,0.609027
929,157124,10000000,23.928420,0.546549,0.593563,0.621006,0.644485,0.665500
930,166710,10000000,21.977356,0.568760,0.623214,0.653542,0.674549,0.688339
931,166094,10000000,22.127970,0.562380,0.615790,0.645881,0.666857,0.685353
932,168685,10000000,21.636275,0.572422,0.628965,0.659721,0.681003,0.692628
933,166686,10000000,22.177357,0.568176,0.623772,0.654830,0.676194,0.686308
934,172056,10000000,22.512478,0.560283,0.615660,0.646284,0.668637,0.687863
935,164985,10000000,23.110295,0.556263,0.608577,0.637488,0.657823,0.671546
936,164731,10000000,22.745027,0.562086,0.614748,0.644032,0.665230,0.679945
937,170640,10000001,22.406370,0.562125,0.617288,0.647304,0.668524,0.681927
938,170909,10000000,21.003850,0.574019,0.634267,0.666162,0.687805,0.711905
939,159455,10000001,22.593635,0.558747,0.608893,0.637264,0.657709,0.680543
940,165909,10000001,22.060220,0.565617,0.620165,0.651092,0.674997,0.694091
941,156548,10000000,23.485857,0.548107,0.594623,0.621030,0.639804,0.665170
942,168931,10000000,21.573080,0.574714,0.632288,0.663235,0.685067,0.702417
943,154843,10000000,23.599104,0.556092,0.603682,0.631640,0.651221,0.665151
944,159966,10000000,22.895697,0.557237,0.607648,0.636241,0.656377,0.678588
945,166762,10000000,22.407497,0.560571,0.614247,0.644116,0.664774,0.684005
946,162912,10000001,22.701336,0.558209,0.609495,0.638744,0.658730,0.674063
947,162816,10000000,22.026122,0.562997,0.615799,0.645710,0.666943,0.689914
948,175093,10000000,21.219758,0.573113,0.633538,0.666480,0.688914,0.703380
949,162901,10000000,22.749056,0.557590,0.610230,0.640131,0.660487,0.674717
950,156013,10000000,23.509304,0.552858,0.600841,0.628563,0.647536,0.661644
951,159808,10000001,23.150280,0.554346,0.601835,0.629255,0.648215,0.674215
952,157569,10000000,22.618497,0.559660,0.608895,0.636877,0.658880,0.686309
953,164902,10000000,23.708027,0.552158,0.601575,0.629968,0.648907,0.658179
954,159837,10000000,22.410850,0.561703,0.611967,0.640233,0.664533,0.687256
955,165612,10000001,23.494161,0.548740,0.599099,0.626808,0.647326,0.665858
956,158064,10000001,23.230527,0.559058,0.609608,0.638077,0.657980,0.669261
957,149466,10000001,23.560047,0.554956,0.601153,0.628243,0.648910,0.660993
958,176167,10000000,21.988233,0.561995,0.619270,0.649219,0.671919,0.695459
959,163646,10000000,23.183286,0.550560,0.599666,0.627660,0.647960,0.668339
960,160942,10000000,22.827366,0.563141,0.615278,0.645121,0.665699,0.677580
961,157728,10000000,23.164701,0.553751,0.602525,0.630693,0.650867,0.668638
962,156472,10000001,23.363873,0.556732,0.605207,0.633641,0.654238,0.668362
963,166301,10000001,22.244713,0.566196,0.619497,0.649184,0.669004,0.684187
964,158332,10000000,23.923875,0.549624,0.597365,0.624681,0.643812,0.659595
965,157143,10000000,23.154293,0.558695,0.607892,0.636242,0.657102,0.669161
966,163733,10000001,21.951708,0.566245,0.621298,0.651390,0.672607,0.689366
967,166994,10000001,21.999090,0.568014,0.624513,0.654646,0.675569,0.688935
968,166822,10000001,22.365276,0.562282,0.616543,0.646785,0.667208,0.680803
969,163537,10000000,23.247864,0.557048,0.608590,0.637256,0.657295,0.668424
970,162956,10000000,22.538642,0.563729,0.616301,0.645291,0.665173,0.678772
971,167497,10000000,21.908339,0.568780,0.622769,0.653480,0.674293,0.690657
972,166997,10000000,22.890291,0.560082,0.612855,0.642095,0.661934,0.672551
973,164151,10000000,23.273060,0.553436,0.605290,0.633831,0.653484,0.665844
974,170606,10000000,22.149690,0.566211,0.622399,0.653418,0.674900,0.688405
975,168522,10000000,22.640694,0.558894,0.611677,0.641430,0.661747,0.680861
976,164424,10000000,22.540700,0.560235,0.612964,0.642467,0.662945,0.678021
977,160093,10000000,23.585147,0.552722,0.601938,0.630246,0.650403,0.662109
978,154228,10000001,24.264271,0.542645,0.588791,0.615673,0.634898,0.651036
979,147406,10000001,25.292926,0.528527,0.570784,0.595050,0.612078,0.632206
980,161822,10000000,24.524972,0.537189,0.582801,0.609571,0.629469,0.650190
981,158333,10000001,23.334005,0.547852,0.596357,0.624159,0.644509,0.669513
982,167949,10000000,21.515496,0.571805,0.628107,0.660004,0.683255,0.699046
983,149776,9210196,23.047478,0.559596,0.606032,0.633820,0.652982,0.668959
